"","year_death","state_name","rate","cve_edo"
"558",2015,"Tamaulipas",4.49740160327778,"28"
"559",2016,"Tamaulipas",4.53264638559223,"28"
"560",2017,"Tamaulipas",4.88131149217625,"28"
"561",1998,"Tlaxcala",3.11641039385195,"29"
"562",1999,"Tlaxcala",2.07760692923463,"29"
"563",2000,"Tlaxcala",1.35044450400251,"29"
"564",2001,"Tlaxcala",2.49312831508156,"29"
"565",2002,"Tlaxcala",2.90864970092848,"29"
"566",2003,"Tlaxcala",3.11641039385195,"29"
"567",2004,"Tlaxcala",1.9737265827729,"29"
"568",2005,"Tlaxcala",3.7445925742857,"29"
"569",2006,"Tlaxcala",2.99567405942856,"29"
"570",2007,"Tlaxcala",2.34037035892856,"29"
"571",2008,"Tlaxcala",1.68506665842856,"29"
"572",2009,"Tlaxcala",2.80844443071427,"29"
"573",2010,"Tlaxcala",2.73519235240218,"29"
"574",2011,"Tlaxcala",4.61563709467868,"29"
"575",2012,"Tlaxcala",3.58993996252786,"29"
"576",2013,"Tlaxcala",3.41899044050273,"29"
"577",2014,"Tlaxcala",4.78658661670382,"29"
"578",2015,"Tlaxcala",4.18826328961584,"29"
"579",2016,"Tlaxcala",4.1638940108277,"29"
"580",2017,"Tlaxcala",4.32102208670799,"29"
"581",1998,"Veracruz",2.90925933296907,"30"
"582",1999,"Veracruz",2.85136362485029,"30"
"583",2000,"Veracruz",3.15531609247392,"30"
"584",2001,"Veracruz",3.32900321683028,"30"
"585",2002,"Veracruz",3.21321180059271,"30"
"586",2003,"Veracruz",3.30005536277089,"30"
"587",2004,"Veracruz",3.67637746554301,"30"
"588",2005,"Veracruz",2.99569042507019,"30"
"589",2006,"Veracruz",3.26291163669617,"30"
"590",2007,"Veracruz",3.43168292824942,"30"
"591",2008,"Veracruz",3.24884736240006,"30"
"592",2009,"Veracruz",4.92249600363646,"30"
"593",2010,"Veracruz",3.53255458385591,"30"
"594",2011,"Veracruz",4.01664539719913,"30"
"595",2012,"Veracruz",3.85964297124998,"30"
"596",2013,"Veracruz",3.40171922889828,"30"
"597",2014,"Veracruz",4.16056428765252,"30"
"598",2015,"Veracruz",3.16621558997456,"30"
"599",2016,"Veracruz",2.5146363546155,"30"
"600",2017,"Veracruz",2.67488278897825,"30"
"601",1998,"Yucatán",4.5229494454864,"31"
"602",1999,"Yucatán",6.03059926064853,"31"
"603",2000,"Yucatán",6.45274120889393,"31"
"604",2001,"Yucatán",7.05580113495878,"31"
"605",2002,"Yucatán",8.08100300926903,"31"
"606",2003,"Yucatán",9.76957080225062,"31"
"607",2004,"Yucatán",8.38253297230146,"31"
"608",2005,"Yucatán",7.53182608848631,"31"
"609",2006,"Yucatán",8.35647857992642,"31"
"610",2007,"Yucatán",7.80671025229968,"31"
"611",2008,"Yucatán",8.96122374031583,"31"
"612",2009,"Yucatán",12.1498800405509,"31"
"613",2010,"Yucatán",10.4828395915886,"31"
"614",2011,"Yucatán",9.56239513964421,"31"
"615",2012,"Yucatán",7.92604944729868,"31"
"616",2013,"Yucatán",8.84649389924304,"31"
"617",2014,"Yucatán",9.15330871655782,"31"
"618",2015,"Yucatán",9.56239513964421,"31"
"619",2016,"Yucatán",10.5856688163839,"31"
"620",2017,"Yucatán",9.34590580185249,"31"
"621",1998,"Zacatecas",2.95506091119303,"32"
"622",1999,"Zacatecas",3.17669047953251,"32"
"623",2000,"Zacatecas",2.43792525173425,"32"
"624",2001,"Zacatecas",3.91545570733077,"32"
"625",2002,"Zacatecas",4.43259136678955,"32"
"626",2003,"Zacatecas",3.98933223011059,"32"
"627",2004,"Zacatecas",3.61994961621146,"32"
"628",2005,"Zacatecas",4.9718796337187,"32"
"629",2006,"Zacatecas",2.70528744775871,"32"
"630",2007,"Zacatecas",3.58267797135612,"32"
"631",2008,"Zacatecas",3.07086683259096,"32"
"632",2009,"Zacatecas",4.9718796337187,"32"
"633",2010,"Zacatecas",3.48836897283634,"32"
"634",2011,"Zacatecas",5.23255345925451,"32"
"635",2012,"Zacatecas",3.89087308508669,"32"
"636",2013,"Zacatecas",3.7567050476699,"32"
"637",2014,"Zacatecas",4.69588130958738,"32"
"638",2015,"Zacatecas",7.17799000179785,"32"
"639",2016,"Zacatecas",4.6858902146581,"32"
"640",2017,"Zacatecas",6.96551248124852,"32"
"641",1998,"National",3.39042943015026,"33"
"642",1999,"National",3.4078688553583,"33"
"643",2000,"National",3.581237258897,"33"
"644",2001,"National",3.87155239618369,"33"
"645",2002,"National",3.96080121930716,"33"
"646",2003,"National",4.2018756265947,"33"
"647",2004,"National",4.20084977805305,"33"
"648",2005,"National",4.19316089067308,"33"
"649",2006,"National",4.1447410189563,"33"
"650",2007,"National",4.27353787772294,"33"
"651",2008,"National",4.54565755677123,"33"
"652",2009,"National",4.99983595347462,"33"
"653",2010,"National",4.46693488097346,"33"
"654",2011,"National",5.08828214022405,"33"
"655",2012,"National",4.93250023425148,"33"
"656",2013,"National",5.22091930588069,"33"
"657",2014,"National",5.63930499620702,"33"
"658",2015,"National",5.64464609012608,"33"
"659",2016,"National",5.31160378450891,"33"
"660",2017,"National",5.41952580186624,"33"
